symbol,strategy,date,entry_time,exit_time,entry,exit,shares,stop,target,pnl,r_multiple,exit_reason,signal_reason,side
AAPL,strategy10_scalp,2026-07-23,09:37:00,10:31:00,321.89,322.1521,62,323.9059,0.0,-16.25,-0.13,trail_stop,pdl_break_retest_short,short
AAPL,strategy10_scalp,2026-07-23,12:29:00,13:50:00,320.385,321.3359,62,321.366,0.0,-58.96,-0.969,trail_stop,orl_break_retest_short,short
AAPL,strategy10_scalp,2026-07-24,09:33:00,12:49:00,324.92,332.955,61,322.905,0.0,490.14,3.988,trail_stop,pdh_break_retest_long,long
AAPL,strategy10_scalp,2026-07-27,09:39:00,11:40:00,335.83,337.265,59,333.095,0.0,84.67,0.525,trail_stop,pdh_break_retest_long,long
AAPL,strategy10_scalp,2026-07-27,11:45:00,12:55:00,338.3,336.015,59,335.845,0.0,-134.81,-0.931,trail_stop,orh_break_retest_long,long
AAPL,strategy10_scalp,2026-07-28,09:36:00,09:37:00,339.9575,339.005,58,339.015,0.0,-55.24,-1.011,stop,pdh_break_retest_long,long
AAPL,strategy10_scalp,2026-07-28,10:10:00,10:23:00,336.65,338.275,59,338.265,0.0,-95.87,-1.006,stop,orl_break_retest_short,short
AAPL,strategy10_scalp,2026-07-29,09:49:00,10:17:00,343.09,341.491,58,341.501,0.0,-92.74,-1.006,stop,orh_break_retest_long,long
AAPL,strategy10_scalp,2026-07-29,13:43:00,15:00:00,343.3499,342.721,58,342.161,0.0,-36.48,-0.529,trail_stop,pdh_break_retest_long,long
AAPL,strategy10_scalp,2026-07-30,09:47:00,09:51:00,331.53,332.742,60,332.732,0.0,-72.72,-1.008,stop,orl_break_retest_short,short
AAPL,strategy10_scalp,2026-08-03,10:07:00,10:14:00,304.45,306.249,65,306.239,0.0,-116.94,-1.006,stop,orl_break_retest_short,short
AAPL,strategy10_scalp,2026-08-04,09:57:00,15:06:00,305.19,308.416,65,303.566,0.0,209.69,1.986,trail_stop,orh_break_retest_long,long
AAPL,strategy10_scalp,2026-08-05,10:29:00,10:42:00,307.18,308.57,65,308.56,0.0,-90.35,-1.007,stop,orl_break_retest_short,short
AAPL,strategy10_scalp,2026-08-05,10:58:00,11:18:00,311.12,309.5,64,309.51,0.0,-103.68,-1.006,stop,pdh_break_retest_long,long
AAPL,strategy10_scalp,2026-08-06,10:16:00,12:20:00,313.03,310.5839,63,314.334,0.0,154.1,1.876,trail_stop,orl_break_retest_short,short
AAPL,strategy10_scalp,2026-08-06,13:59:00,15:50:00,312.055,312.45,64,311.106,0.0,25.28,0.416,eod_flat,pdh_break_retest_long,long
AAPL,strategy10_scalp,2026-08-07,10:35:00,11:20:00,314.28,313.0941,63,313.1041,0.0,-74.71,-1.009,stop,orh_break_retest_long,long
AMD,strategy10_scalp,2026-07-23,09:43:00,09:58:00,555.285,548.434,36,548.444,0.0,-246.64,-1.001,stop,orh_break_retest_long,long
AMD,strategy10_scalp,2026-07-23,11:17:00,12:25:00,539.99,544.1859,37,545.536,0.0,-155.25,-0.757,trail_stop,orl_break_retest_short,short
AMD,strategy10_scalp,2026-07-24,09:41:00,10:58:00,537.02,529.659,37,543.719,0.0,272.36,1.099,trail_stop,orl_break_retest_short,short
AMD,strategy10_scalp,2026-07-24,15:08:00,15:50:00,521.385,524.165,38,528.149,0.0,-105.64,-0.411,eod_flat,pdl_break_retest_short,short
AMD,strategy10_scalp,2026-07-27,09:41:00,12:04:00,513.82,484.7081,38,521.1,0.0,1106.25,3.999,trail_stop,pdl_break_retest_short,short
AMD,strategy10_scalp,2026-07-28,09:43:00,10:50:00,454.6508,454.617,43,462.907,0.0,1.45,0.004,trail_stop,orl_break_retest_short,short
AMD,strategy10_scalp,2026-07-29,10:00:00,12:30:00,440.645,430.5267,45,445.318,0.0,455.32,2.165,trail_stop,pdl_break_retest_short,short
AMD,strategy10_scalp,2026-07-29,15:18:00,15:50:00,444.54,434.77,44,450.518,0.0,429.88,1.634,eod_flat,orl_break_retest_short,short
AMD,strategy10_scalp,2026-07-30,09:35:00,10:53:00,461.55,488.1812,43,453.9012,0.0,1145.14,3.482,trail_stop,pdh_break_retest_long,long
AMD,strategy10_scalp,2026-08-03,10:06:00,11:28:00,468.02,478.1041,42,460.744,0.0,423.53,1.386,trail_stop,orh_break_retest_long,long
AMD,strategy10_scalp,2026-08-04,09:46:00,09:56:00,513.95,507.9154,38,507.9254,0.0,-229.32,-1.002,stop,orh_break_retest_long,long
AMD,strategy10_scalp,2026-08-05,09:49:00,09:52:00,499.47,491.797,40,491.807,0.0,-306.92,-1.001,stop,orh_break_retest_long,long
AMD,strategy10_scalp,2026-08-06,10:00:00,10:46:00,482.525,484.72,41,478.5,0.0,90.0,0.545,trail_stop,orh_break_retest_long,long
AMD,strategy10_scalp,2026-08-07,09:47:00,12:05:00,488.09,484.0148,40,492.482,0.0,163.01,0.928,trail_stop,orl_break_retest_short,short
AMZN,strategy10_scalp,2026-07-23,10:08:00,11:58:00,235.1301,233.51,85,236.3664,0.0,137.71,1.31,trail_stop,orl_break_retest_short,short
AMZN,strategy10_scalp,2026-07-24,10:01:00,10:59:00,232.44,233.0398,86,233.5998,0.0,-51.59,-0.517,trail_stop,orl_break_retest_short,short
AMZN,strategy10_scalp,2026-07-27,09:39:00,09:40:00,235.36,234.579,84,234.589,0.0,-65.6,-1.013,stop,pdh_break_retest_long,long
AMZN,strategy10_scalp,2026-07-27,11:32:00,13:54:00,232.88,232.231,85,233.581,0.0,55.17,0.926,trail_stop,orl_break_retest_short,short
AMZN,strategy10_scalp,2026-07-28,09:46:00,10:19:00,230.005,230.5,86,230.85,0.0,-42.57,-0.586,trail_stop,orl_break_retest_short,short
AMZN,strategy10_scalp,2026-07-29,10:17:00,11:32:00,227.835,228.501,87,228.601,0.0,-57.94,-0.869,trail_stop,pdl_break_retest_short,short
AMZN,strategy10_scalp,2026-07-29,11:56:00,12:23:00,228.15,228.641,87,228.911,0.0,-42.72,-0.645,trail_stop,orl_break_retest_short,short
AMZN,strategy10_scalp,2026-07-30,09:37:00,11:13:00,233.34,236.434,85,232.154,0.0,262.99,2.609,trail_stop,pdh_break_retest_long,long
AMZN,strategy10_scalp,2026-07-31,09:57:00,10:06:00,269.54,267.7436,74,267.7536,0.0,-132.93,-1.006,stop,orh_break_retest_long,long
AMZN,strategy10_scalp,2026-08-03,09:40:00,09:50:00,286.31,283.808,69,283.818,0.0,-172.64,-1.004,stop,orh_break_retest_long,long
AMZN,strategy10_scalp,2026-08-04,09:42:00,10:10:00,277.415,278.79,72,278.92,0.0,-99.0,-0.914,trail_stop,pdl_break_retest_short,short
AMZN,strategy10_scalp,2026-08-04,10:20:00,10:26:00,280.73,279.07,71,279.08,0.0,-117.86,-1.006,stop,orh_break_retest_long,long
AMZN,strategy10_scalp,2026-08-05,09:33:00,09:36:00,282.05,280.535,70,280.545,0.0,-106.05,-1.007,stop,pdh_break_retest_long,long
AMZN,strategy10_scalp,2026-08-05,11:30:00,15:50:00,275.255,271.95,72,276.345,0.0,237.96,3.032,eod_flat,pdl_break_retest_short,short
AMZN,strategy10_scalp,2026-08-06,12:53:00,15:50:00,272.035,271.88,73,273.966,0.0,11.32,0.08,eod_flat,orl_break_retest_short,short
AMZN,strategy10_scalp,2026-08-07,09:43:00,10:08:00,276.05,275.3681,72,275.0381,0.0,-49.1,-0.674,trail_stop,pdh_break_retest_long,long
AMZN,strategy10_scalp,2026-08-07,11:00:00,12:14:00,276.94,277.0481,72,276.2881,0.0,7.78,0.166,trail_stop,orh_break_retest_long,long
GOOGL,strategy10_scalp,2026-07-23,10:08:00,11:38:00,319.72,317.951,62,321.041,0.0,109.68,1.339,trail_stop,orl_break_retest_short,short
GOOGL,strategy10_scalp,2026-07-24,10:11:00,10:30:00,320.975,319.491,62,319.501,0.0,-92.01,-1.007,stop,orh_break_retest_long,long
GOOGL,strategy10_scalp,2026-07-27,09:42:00,09:49:00,328.635,327.284,60,327.294,0.0,-81.06,-1.007,stop,orh_break_retest_long,long
GOOGL,strategy10_scalp,2026-07-27,10:45:00,11:34:00,324.95,327.474,61,323.494,0.0,153.96,1.734,trail_stop,pdh_break_retest_long,long
GOOGL,strategy10_scalp,2026-07-28,09:57:00,10:07:00,326.1,327.457,61,327.447,0.0,-82.78,-1.007,stop,orl_break_retest_short,short
GOOGL,strategy10_scalp,2026-07-29,09:51:00,10:53:00,332.855,334.494,60,334.664,0.0,-98.34,-0.906,trail_stop,orl_break_retest_short,short
GOOGL,strategy10_scalp,2026-07-29,13:04:00,15:18:00,336.645,339.746,59,334.736,0.0,182.96,1.624,trail_stop,pdh_break_retest_long,long
GOOGL,strategy10_scalp,2026-07-31,09:58:00,11:11:00,344.2,349.523,58,343.233,0.0,308.73,5.505,trail_stop,orh_break_retest_long,long
GOOGL,strategy10_scalp,2026-08-03,10:08:00,10:33:00,370.67,367.4776,53,367.4876,0.0,-169.2,-1.003,stop,orh_break_retest_long,long
